trefwoord	homon	bettr	thema	subthema1	POS	hulpthema	jaarrek	bronboek	status	geleend_uit	leenvorm	opmerking	bron
neuron					zelfstandig naamwoord				leen	Grieks	neuron		Leenwoordenboek 2005
neurose		psychiatrisch ziektebeeld	19. wetenschap	kwalen	zelfstandig naamwoord		1863	KKU	leen	Duits			CW 2001
neuston		microscopische diertjes aan wateroppervlak			zelfstandig naamwoord		1948		leen	Duits			EWB2
neutraal		onzijdig	15. overheid		bijvoeglijk naamwoord		1451-1475	MNW	leen	Frans			CW 2001
neutraliteit		onzijdigheid, onpartijdige houding	15. overheid		zelfstandig naamwoord		1542	HWS	leen	Frans			CW 2001
neutrino		ongeladen materiedeeltje	19. wetenschap	deeltjes	zelfstandig naamwoord		1961	GVD	leen	Italiaans			CW 2001
neutrum		onzijdig geslacht	20. taalkunde	overig	zelfstandig naamwoord		1584	WNT wijflijk	leen	Latijn			CW 2001
nevelwerper					zelfstandig naamwoord				leen	Duits	Nebelwerfer		Leenwoordenboek 2005
never mind					anders				leen	Engels	never mind		Leenwoordenboek 2005
new age		holistische levensbeschouwing	16. kunst	stijl	zelfstandig naamwoord		1989	Peptalk	leen	Engels			CW 2001
new wave		vorm van punkmuziek	18. muziek	muzieksoort	zelfstandig naamwoord		1977	R84	leen	Engels			CW 2001
newfoundlander		hondensoort	3. dierenrijk	zoogdieren	zelfstandig naamwoord	dieraanduiding huis	1834	Sanders 1995	leen	Engels			CW 2001
nexus		samenhang			zelfstandig naamwoord		1664		leen	Latijn			EWB2
ngultrum		munteenheid van Bhutan	12. handel	muntnamen	zelfstandig naamwoord		1974	Enc. Munten en Bankbiljetten	leen	Dzongkha			CW 2001
niaiserie		onnozelheid			zelfstandig naamwoord		1832		leen	Frans			EWB2
niche					zelfstandig naamwoord				leen	Engels	niche		Leenwoordenboek 2005
nicodemiet		iem. die rooms-katholiek leek te zijn, maar in werkelijkheid gereformeerd was			zelfstandig naamwoord		1847		leen	Frans			EWB2
nicotine		alkaloïde in tabak	19. wetenschap	natuurk. stoffen	zelfstandig naamwoord		1847	KKU	leen	Frans			CW 2001
nieges					zelfstandig naamwoord				leen	Jiddisch	niechesj		Leenwoordenboek 2005
niegus		Bargoens: slecht, ondeugdelijk			bijvoeglijk naamwoord		1974		leen	Jiddisch			EWB2
niëllo		graveerwerk in metaal	16. kunst	beeldende kunst	zelfstandig naamwoord		1860	WNT	leen	Italiaans			CW 2001
niente		tussenwerpsel: niets	20. taalkunde		tussenwerpsel		1991	Vd Sijs 1996	leen	Italiaans			CW 2001
niese					zelfstandig naamwoord				leen	Jiddisch	iesje		Leenwoordenboek 2005
nietswaardig		zonder innerlijke waarde, gemeen	4. mensenwereld	eigenschappen	bijvoeglijk naamwoord		1734	WNT aanplakken Suppl.	leen	Duits			CW 2001
nietszeggend		niets bewijzend	4. mensenwereld	eigenschappen	bijvoeglijk naamwoord		1873	WNT uitstooten	leen	Duits			CW 2001
nieuwbouw					zelfstandig naamwoord				leen	Duits	Neubau		Leenwoordenboek 2005
nieuweling		iem. die net is begonnen of aangekomen	4. mensenwereld	neutraal	zelfstandig naamwoord	persoonsaanduiding	1581	WNT	leen	Duits			CW 2001
nieuwkomer		nieuweling	4. mensenwereld	neutraal	zelfstandig naamwoord	persoonsaanduiding	1946	De Vooys	leen	Engels			CW 2001
nieuwmodisch					bijvoeglijk naamwoord				leen	Duits	neumodisch		Leenwoordenboek 2005
nieuwsgroep		discussieforum op internet	21. communicatie	ICT	zelfstandig naamwoord	groepsaanduiding	1994	PC+ 3/11, 19, 21	leen	Engels			CW 2001
nieuwvorming					zelfstandig naamwoord				leen	Duits	Neubildung		Leenwoordenboek 2005
nifteren		Bargoens: doden			werkwoord		1858		leen	Jiddisch			EWB2
nigelle		plantengeslacht			zelfstandig naamwoord		1483		leen	Latijn			EWB2
nigger					zelfstandig naamwoord				leen	Engels	nigger		Leenwoordenboek 2005
nigromantie		zwarte kunst	8. religie		zelfstandig naamwoord		1285	CG Rijmb.	leen	Latijn			CW 2001
nihil		ontkennend bijwoord	20. taalkunde		bijwoord		1561	WNT request	leen	Latijn			CW 2001
nihilisme		de wil om op het niets een nieuwe maatschappij te bouwen	16. kunst	stijl	zelfstandig naamwoord		1868	WNT	leen	Duits			CW 2001
nijf		niet gekloofd (van diamant)			bijvoeglijk naamwoord		1908		leen	Frans			EWB2
nijlgau		antilope			zelfstandig naamwoord		1940		leen	Engels			EWB2
nijver					bijvoeglijk naamwoord				leen	Duits	Eifer		Leenwoordenboek 2005
nikes		merknaam voor sportieve schoenen	9. sociale leven	schoeisel	zelfstandig naamwoord		1989	Hofkamp&Westerman	leen	Engels			CW 2001
nikkel		chemisch element	19. wetenschap	chem. elementen	zelfstandig naamwoord		1770	Papillon	leen	Duits			CW 2001
nikker	2	neger	4. mensenwereld	ras+land	zelfstandig naamwoord	persoonsaanduiding	1828	Toll.	leen	Engels			CW 2001
niks		onbepaald voornaamwoord	20. taalkunde		voornaamwoord		1784-1785	WNT	leen	Duits			CW 2001
nilotisch		m.b.t. de Nijl			bijvoeglijk naamwoord		1615		leen	Latijn			EWB2
nimbostratus		wolkenformatie	19. wetenschap	geografie	zelfstandig naamwoord		1961	GVD	leen	Latijn			CW 2001
nimbus		regenwolk	19. wetenschap	geografie	zelfstandig naamwoord		1861	Witsen Geysbeek (wolken)	leen	Latijn			CW 2001
nimf		wezen dat bossen, rivieren bewoonde	8. religie	goden+geesten	zelfstandig naamwoord	persoonsaanduiding	1530	WNT	leen	Frans			CW 2001
Nimrod					zelfstandig naamwoord				leen	Hebreeuws	nimrod		Leenwoordenboek 2005
Ninivieter		bewoner van Ninive			zelfstandig naamwoord		1291-1300		leen	Latijn			EWB2
ninja		Japanse strijder	4. mensenwereld	neutraal	zelfstandig naamwoord	persoonsaanduiding	1995	De Coster 1999	leen	Japans			CW 2001
nintendo		Japans videospel	22. sport+spel	kinderspel	zelfstandig naamwoord		1981	Handleiding	leen	Japans			CW 2001
niobium		chemisch element	19. wetenschap	chem. elementen	zelfstandig naamwoord		1872	GVD	leen	Latijn			CW 2001
nipa		moeraspalm			zelfstandig naamwoord		1773		leen	Maleis			EWB2
nippel		metalen mof	16. kunst	bouwkunst	zelfstandig naamwoord		1901	WNT	leen	Engels			CW 2001
niqaab					zelfstandig naamwoord				leen	Arabisch	niqāb		Leenwoordenboek 2005
niqueteren		neerhoudende staartspieren van een paard doorsnijden			werkwoord		1929		leen	Frans			EWB2
nirvana					zelfstandig naamwoord				leen	Sanskriet	nirvāna		Leenwoordenboek 2005
nirwana		volkomen rust	8. religie		zelfstandig naamwoord		1872	WP, dl. 4, 172	leen	Sanskriet			CW 2001
nis		uitholling	16. kunst	bouwkunst	zelfstandig naamwoord		1631	WNT	leen	Frans			CW 2001
nishut		barak uit plaatstaal			zelfstandig naamwoord		1984		leen	Engels			EWB2
nitraat		zout van salpeterzuur	19. wetenschap	natuurk. stoffen	zelfstandig naamwoord		1847	Aanv WNT	leen	Frans			CW 2001
nitrogenium		stikstof			zelfstandig naamwoord		1847		leen	Latijn			EWB2
nitwit		die niets weet	4. mensenwereld	negatief	zelfstandig naamwoord	persoonsaanduiding	1971	De Coster 1999	leen	Engels			CW 2001
niveau		peil	19. wetenschap		zelfstandig naamwoord		1847	KKU	leen	Frans			CW 2001
nivelleren		op één peil brengen	15. overheid	ambtelijke taal	werkwoord		1864	WNT	leen	Frans			CW 2001
nivôse		sneeuwmaand	7. tijd	tijdrekening	zelfstandig naamwoord		1824	WEI	leen	Frans			CW 2001
nix		watergeest			zelfstandig naamwoord		1824		leen	Duits			EWB2
nizam		titel van de vorst van Haiderabad			zelfstandig naamwoord		1847		leen	Hindi			EWB2
njonja		gehuwde vrouw			zelfstandig naamwoord		1910		leen	Maleis			EWB2
no claim					anders				leen	Engels	no claim		Leenwoordenboek 2005
no cure no pay					tussenwerpsel				leen	Engels	no cure no pay		Leenwoordenboek 2005
no hard feelings					tussenwerpsel				leen	Engels	no hard feelings		Leenwoordenboek 2005
no logo					tussenwerpsel				leen	Engels	no logo		Leenwoordenboek 2005
no pasarán!					tussenwerpsel				leen	Spaans	no pasarán		Leenwoordenboek 2005
no problem					tussenwerpsel				leen	Engels	no problem		Leenwoordenboek 2005
no spang		maak je niet druk			tussenwerpsel				leen	Sranantongo	no span		Leenwoordenboek 2005
no sweat					tussenwerpsel				leen	Engels	no sweat		Leenwoordenboek 2005
no way					tussenwerpsel				leen	Engels	no way		Leenwoordenboek 2005
no-_x001E_goodnik					zelfstandig naamwoord				leen	Engels	no-_x001E_goodnik		Leenwoordenboek 2005
no-_x001E_iron					bijvoeglijk naamwoord				leen	Engels	no-_x001E_iron		Leenwoordenboek 2005
Noach		bijbelse figuur			zelfstandig naamwoord		1285		leen	Hebreeuws			EWB2
nobel	2	edel	4. mensenwereld	eigenschappen	bijvoeglijk naamwoord		1477	Teuth.	leen	Frans			CW 2001
nobelium		chemisch element	19. wetenschap	chem. elementen	zelfstandig naamwoord		1976	GVD	leen	Latijn			CW 2001
nobiliteit		adeldom			zelfstandig naamwoord		1661		leen	Latijn			EWB2
noblesse		adeldom	mensenwereld	eigenschappen	zelfstandig naamwoord		1650		leen	Frans			EWB2
noblesse oblige					anders				leen	Frans	noblesse oblige		Leenwoordenboek 2005
noctambule		slaapwandelaar			zelfstandig naamwoord		1824		leen	Frans			EWB2
noctuarium		verblijf voor nachtdieren			zelfstandig naamwoord		1976		leen	Latijn			EWB2
nocturne		dromerig muziekstuk	18. muziek	muzieksoort	zelfstandig naamwoord		1855	Aanv WNT	leen	Frans			CW 2001
nodulair		met knobbels			bijvoeglijk naamwoord		1961		leen	Frans			EWB2
Noë					zelfstandig naamwoord				leen	Latijn	Noe		Leenwoordenboek 2005
noedel					zelfstandig naamwoord				leen	Duits	Nudel		Leenwoordenboek 2005
noedels		gekookte meelballetjes	6. consumptie	gerechten	zelfstandig naamwoord		1912	KKU	leen	Duits			CW 2001
noël		Frans kerstlied			zelfstandig naamwoord		1847		leen	Frans			EWB2
noen	a	middag	7. tijd	tijdrekening	zelfstandig naamwoord		1236	CG I1, 25	leen	Latijn			CW 2001
noga		een lekkernij	6. consumptie	snoep+nagerecht	zelfstandig naamwoord		1860-1875	WNT	leen	Frans			CW 2001
nogmaals		bijwoord van tijd: wederom	7. tijd		bijwoord		1659-1673	WNT	leen	Duits			CW 2001
noh		oudste vorm van Japans toneel	16. kunst	toneelgenre	zelfstandig naamwoord		1936	Kath. Enc. dl. 14, kol. 474	leen	Japans			CW 2001
nolens volens		tegen wil en dank	15. overheid	ambtelijke taal	bijvoeglijk naamwoord		1838	WNT uitzonderen	leen	Latijn			CW 2001
noma		waterkanker aan de wang			zelfstandig naamwoord		1832		leen	Latijn			EWB2
nomade		rondzwervende steppe- of woestijnbewoner	4. mensenwereld	neutraal	zelfstandig naamwoord	persoonsaanduiding	1682	WNT snarren	leen	Frans			CW 2001
nomen		naamwoord	20. taalkunde	overig	zelfstandig naamwoord		1638	Ruijs	leen	Latijn			CW 2001
nomen est omen					anders				leen	Latijn	nomen est omen		Leenwoordenboek 2005
Nomen Nescio					anders				leen	Latijn	Nomen Nescio		Leenwoordenboek 2005
nomenclator		woordenboek van vaktermen			zelfstandig naamwoord		1699		leen	Latijn			EWB2
nomenclatuur		stelsel van regels voor naamgeving	19. wetenschap		zelfstandig naamwoord		1834	WNT wortelwoord	leen	Latijn			CW 2001
nomenklatoera		communistische partijbonzen	15. overheid		zelfstandig naamwoord	groepsaanduiding	1992	GVD	leen	Russisch			CW 2001
nominaal		de naam betreffende, naamwoordelijk	20. taalkunde	overig	zelfstandig naamwoord		1872	GVD	leen	Frans			CW 2001
nominatie		benoeming, voordracht	13. werk+industrie		zelfstandig naamwoord		1586	WNT:	leen	Frans			CW 2001
nominatief		eerste naamval	20. taalkunde	overig	zelfstandig naamwoord		1633	Ruijs	leen	Latijn			CW 2001
nominatim		bij name			bijwoord		1627		leen	Latijn			EWB2
nomisch		richtend, leidend			bijvoeglijk naamwoord		1968		leen	Duits			EWB2
nomografie		onderzoek van grafische voorstellingen			zelfstandig naamwoord		1950		leen	Frans			EWB2
nomotheet		wetgever			zelfstandig naamwoord		1847		leen	Grieks			EWB2
non	1	kloosterzuster	8. religie		zelfstandig naamwoord	persoonsaanduiding	1240	Bern.	leen	Latijn			CW 2001
non multum, sed multa					anders				leen	Latijn	non multum, sed multa		Leenwoordenboek 2005
non plus ultra					anders				leen	Latijn	non plus ultra		Leenwoordenboek 2005
non sequitur					anders				leen	Latijn	non sequitur		Leenwoordenboek 2005
non-descript		moeilijk te beschrijven	4. mensenwereld	eigenschappen	bijvoeglijk naamwoord		1972	R75	leen	Engels			CW 2001
non_x001E_-fiction					zelfstandig naamwoord				leen	Engels	non_x001E_-fiction		Leenwoordenboek 2005
non-plus-ultra		kleinste, 2\r2 punts, letterkorps			zelfstandig naamwoord		1976		leen	Latijn			EWB2
non-_x001E_profit					bijvoeglijk naamwoord				leen	Engels	non-_x001E_profit		Leenwoordenboek 2005
non-stop					bijvoeglijk naamwoord				leen	Engels	non_x001E_-stop		Leenwoordenboek 2005
non-valeur	b	waardeloos iemand	4. mensenwereld	negatief	zelfstandig naamwoord	persoonsaanduiding	1871	WNT vastroesten	leen	Frans			CW 2001
nonchalant		achteloos	4. mensenwereld	eigenschappen	bijvoeglijk naamwoord		1650	MEY	leen	Frans			CW 2001
nondeju					tussenwerpsel				leen	Frans	nom de Dieu		Leenwoordenboek 2005
nondescript					bijvoeglijk naamwoord				leen	Engels	nondescript		Leenwoordenboek 2005
none		negende toon	18. muziek	noten+tonen	zelfstandig naamwoord		1855	WNT undecime	leen	Latijn		huidige bet	CW 2001
nonet		muziekstuk voor negen instrumenten	18. muziek	muzieksoort	zelfstandig naamwoord		1860	Nieuw beknopt en volledig muziekaal wrdb.	leen	Italiaans			CW 2001
nonkel		oom	4. mensenwereld	familie	zelfstandig naamwoord	persoonsaanduiding	1851	WNT zeveren	leen	Frans			CW 2001
nonna		juffrouw			zelfstandig naamwoord		1721		leen	Maleis			EWB2
nonpareille		zespuntsletter			zelfstandig naamwoord		1824		leen	Frans			EWB2
nonsens		onzin	21. communicatie	mondeling	zelfstandig naamwoord		1766	WNT	leen	Engels			CW 2001
nontonnen		een voorstelling bijwonen			werkwoord		1910		leen	Maleis			EWB2
noodwendig		onvermijdelijk			bijvoeglijk naamwoord		1599		leen	Duits			EWB2
noot	1 a	aantekening	21. communicatie	schriftelijk	zelfstandig naamwoord		1240	Bern.	leen	Frans			CW 2001
nootmuskaat		specerij	6. consumptie	kruiden	zelfstandig naamwoord		1287	CG NatBl	leen	Frans			CW 2001
nopal		cactus			zelfstandig naamwoord		1847		leen	Frans			EWB2
noria		waterrad			zelfstandig naamwoord		1886		leen	Spaans			EWB2
noriet		een grofkorrelig gesteente			zelfstandig naamwoord		1961		leen	Noors			EWB2
norm		richtsnoer	15. overheid	ambtelijke taal	zelfstandig naamwoord		1889	Picarta: titel van L.W.E. Rauwenhoff	leen	Frans			CW 2001
normaal	1	overeenkomstig de regel	19. wetenschap		bijvoeglijk naamwoord		1847	KKU	leen	Frans			CW 2001
normaliteit		het normaal zijn	19. wetenschap		zelfstandig naamwoord		1847	KKU	leen	Frans			CW 2001
normaliter		bijwoord van hoedanigheid: gewoonlijk	15. overheid	ambtelijke taal	bijwoord		1910	WNT warm	leen	Latijn			CW 2001
normatief		een norm stellend	15. overheid	ambtelijke taal	bijvoeglijk naamwoord		1832	WEI	leen	Frans			CW 2001
Nornen		noordse schikgodinnen			zelfstandig naamwoord		1824		leen	Oudnoors			EWB2
nosocomium		ziekenhuis			zelfstandig naamwoord		1824		leen	Latijn			EWB2
nostalgie		heimwee	4. mensenwereld	eigenschappen	zelfstandig naamwoord		1824	WEI	leen	Frans			CW 2001
not done					anders				leen	Engels	not done		Leenwoordenboek 2005
nota	a	aantekening, rekening	15. overheid	ambtelijke taal	zelfstandig naamwoord		1525	WNT wellustig	leen	Latijn			CW 2001
nota bene		bijwoord van modaliteit: let op	15. overheid	ambtelijke taal	bijwoord		1623	WNT	leen	Latijn			CW 2001
notabel		voornaam	15. overheid	ambtelijke taal	bijvoeglijk naamwoord		1401-1450	MNW	leen	Frans			CW 2001
notariaat					zelfstandig naamwoord				leen	Frans	notariat		Leenwoordenboek 2005
notarieel					bijvoeglijk naamwoord				pseudo-ontlening	pseudo-Frans	Frans notarial		Leenwoordenboek 2005
notaris		openbaar ambtenaar	15. overheid	justitie	zelfstandig naamwoord	persoonsaanduiding	1290	MNW	leen	Latijn			CW 2001
notarius					zelfstandig naamwoord				leen	Latijn	notarius		Leenwoordenboek 2005
notatie		het optekenen	15. overheid	ambtelijke taal	zelfstandig naamwoord		1698	MEY	leen	Frans			CW 2001
notchback		sedan			zelfstandig naamwoord		1992		leen	Engels			EWB2
notebook		draagbare computer	21. communicatie	toestellen	zelfstandig naamwoord		1991	HCC nieuwsbrief jan. 1, 39	leen	Engels			CW 2001
noteren		aantekenen	21. communicatie	schriftelijk	werkwoord		1400	MNW	leen	Frans			CW 2001
notie		besef	4. mensenwereld	eigenschappen	zelfstandig naamwoord		1840	WNT	leen	Frans			CW 2001
notificatie		kennisgeving	15. overheid	ambtelijke taal	zelfstandig naamwoord		1570	WNT recolement	leen	Frans			CW 2001
notificeren		bekendmaken	21. communicatie	mondeling	werkwoord		1635	WNT	leen	Latijn			CW 2001
notitie		aantekening	19. wetenschap		zelfstandig naamwoord		1566	WNT vloed	leen	Latijn			CW 2001
notoir		bekend, berucht	15. overheid	ambtelijke taal	bijvoeglijk naamwoord		1497	HWS	leen	Frans			CW 2001
notoriteit		algemene bekendheid	15. overheid	ambtelijke taal	zelfstandig naamwoord		1670	Aanv WNT	leen	Frans			CW 2001
notting		niets			zelfstandig naamwoord				leen	Engels	nothing		Leenwoordenboek 2005
notulen		aantekeningen van vergadering	21. communicatie	schriftelijk	zelfstandig naamwoord		1592	WNT	leen	Frans			CW 2001
nouveau riche					zelfstandig naamwoord				leen	Frans	nouveau riche		Leenwoordenboek 2005
nouveauté		nieuwigheid	7. tijd		zelfstandig naamwoord		1824	WEI	leen	Frans			CW 2001
nova		ster	19. wetenschap	hemellichaam	zelfstandig naamwoord		1943	Van Albada, De Bouw van het Inwendige der Sterren, 86-7	leen	Latijn			CW 2001
Nova Zembla					anders				leen	Russisch	Novaja Zemlja		Leenwoordenboek 2005
novaal		nieuw ontgonnen			bijvoeglijk naamwoord		1370-1378		leen	Latijn			EWB2
novatie		schuldvernieuwing			zelfstandig naamwoord		1688		leen	Frans			EWB2
novelle		kort prozaverhaal	17. letterkunde	genres	zelfstandig naamwoord		1864	WNT	leen	Duits			CW 2001
november		elfde maand	7. tijd	maanden	zelfstandig naamwoord		1266	Toll.	leen	Latijn			CW 2001
novene		periode van negen dagen			zelfstandig naamwoord		1632		leen	Latijn			EWB2
noveren		vernieuwen			werkwoord		1929		leen	Frans			EWB2
novice		nieuweling (in klooster)	8. religie		zelfstandig naamwoord	persoonsaanduiding	1865-1870	WNT proef	leen	Frans			CW 2001
noviciaat		proeftijd	8. religie		zelfstandig naamwoord		1776	Aanv WNT	leen	Frans			CW 2001
noviteit		nieuwigheid	7. tijd		zelfstandig naamwoord		1568	Aanv WNT	leen	Latijn		huidige bet	CW 2001
novum		nieuw feit	15. overheid	ambtelijke taal	zelfstandig naamwoord		1912	KKU	leen	Latijn			CW 2001
noyauteren		infiltreren			werkwoord		1984		leen	Frans			EWB2
nozem					zelfstandig naamwoord				leen	Engels	nothing?		Leenwoordenboek 2005
nozen		spijten			werkwoord		1300		leen	Latijn			EWB2
nu		Griekse letter n			zelfstandig naamwoord				leen	Grieks	nu		Leenwoordenboek 2005
nuance		schakering	5. zintuiglijkheden	kleuren	zelfstandig naamwoord		1807	WNT kleederdracht	leen	Frans			CW 2001
nubiel		huwbaar			bijvoeglijk naamwoord		1824		leen	Latijn			EWB2
nuchter		niets gegeten of gedronken hebbend	6. consumptie		bijvoeglijk naamwoord		1240	Bern.	leen	Latijn			CW 2001
nucleair		kern-	19. wetenschap	natuurwetenschappen	bijvoeglijk naamwoord		1950	WNT troebel II	leen	Frans			CW 2001
nucleus		kern	19. wetenschap	deeltjes	zelfstandig naamwoord		1719	WNT typus	leen	Latijn			CW 2001
nudisme		recreëren zonder kleding	4. mensenwereld	eigenschappen	zelfstandig naamwoord		1950	Aanv WNT	leen	Frans			CW 2001
nudist		naaktloper	4. mensenwereld	neutraal	zelfstandig naamwoord	persoonsaanduiding	1961	GVD	leen	Frans			CW 2001
nuditeit		naaktheid			zelfstandig naamwoord		1650		leen	Frans			EWB2
nuf		ingebeeld meisje	4. mensenwereld	negatief	zelfstandig naamwoord	persoonsaanduiding	1599	Kil.	leen	Nederduits			CW 2001
nuk		kuur	4. mensenwereld		zelfstandig naamwoord		1573	Claes	leen	Duits			CW 2001
nul		telwoord	20. taalkunde		telwoord		1508	Kool	leen	Italiaans			CW 2001
nullificeren		te niet doen			werkwoord		1847		leen	Latijn			EWB2
nulliteit		nietigheid, ongeldigheid			zelfstandig naamwoord		1582		leen	Frans			EWB2
numerair		in omloop zijnd geld			zelfstandig naamwoord		1824		leen	Frans			EWB2
numerale		telwoord			zelfstandig naamwoord		1992		leen	Latijn			EWB2
numereren		nummeren, tellen			werkwoord		1567		leen	Latijn		2 bet. oplossen	EWB2
Numeri		boek der getallen (OT)			zelfstandig naamwoord		1285		leen	Latijn			EWB2
numeriek		door getallen uitgedrukt	19. wetenschap	wiskunde	bijvoeglijk naamwoord		1847	KKU	leen	Frans			CW 2001
